"","node1","node2","length","startLat","startLon","endLat","endLon","endNodeL","startNodeL","startYear","endYear","treeID","tipLabel"
"152",542,544,0.02166,50.5678849579105,5.37456964135266,50.561141258271,5.42244319157594,0.04854,0.02688,2020.67385934423,2020.69551934423,410000000,NA
"153",544,449,0.1214205464,50.561141258271,5.42244319157594,50.5319084979423,5.59539968931245,0.1699605464,0.04854,2020.69551934423,2020.81693989063,410000000,"hCoV-19/Belgium/ULG-10656/2020|EPI_ISL_636633|2020-10-26|Europe"
"154",544,545,0.00219,50.561141258271,5.42244319157594,50.5618952123683,5.42307205148082,0.05073,0.04854,2020.69551934423,2020.69770934423,410000000,NA
"155",545,547,0.00223999999999999,50.5618952123683,5.42307205148082,50.5619866788293,5.4232723208898,0.05297,0.05073,2020.69770934423,2020.69994934423,410000000,NA
"156",545,546,0.10901,50.5618952123683,5.42307205148082,50.5608926750999,5.21226975733623,0.15974,0.05073,2020.69770934423,2020.80671934423,410000000,NA
"157",546,450,0.01022054645,50.5608926750999,5.21226975733623,50.5732579379088,5.21779610741537,0.16996054645,0.15974,2020.80671934423,2020.81693989068,410000000,"hCoV-19/Belgium/ULG-10705/2020|EPI_ISL_636677|2020-10-26|Europe"
"158",546,451,0.01022054645,50.5608926750999,5.21226975733623,50.5608752768715,5.21228032622584,0.16996054645,0.15974,2020.80671934423,2020.81693989068,410000000,"hCoV-19/Belgium/ULG-10713/2020|EPI_ISL_636684|2020-10-26|Europe"
"159",547,548,0.08407,50.5619866788293,5.4232723208898,50.5993297211208,5.32804147707042,0.13704,0.05297,2020.69994934423,2020.78401934423,410000000,NA
"163",549,453,0.01021054645,50.5989641420007,5.32763683343644,50.6064772685808,5.58176115302684,0.16996054645,0.15975,2020.80672934423,2020.81693989068,410000000,"hCoV-19/Belgium/ULG-10702/2020|EPI_ISL_636674|2020-10-26|Europe"
"164",549,454,0.00201382513699999,50.5989641420007,5.32763683343644,50.598863759483,5.32618492424902,0.161763825137,0.15975,2020.80672934423,2020.80874316937,410000000,"hCoV-19/Belgium/ULG-10507/2020|EPI_ISL_626256|2020-10-23|Europe"
"166",550,455,0.01118033725,50.5612896692131,5.42391719517864,50.5603275862011,5.43310729170665,0.07706437158,0.06588403433,2020.71286337856,2020.72404371581,410000000,"hCoV-19/Belgium/ULG-10470/2020|EPI_ISL_581640|2020-09-22|Europe"
"168",551,456,0.00242765027299999,50.5585385225844,5.80668359347319,50.7190217557044,5.61891756550378,0.06886765027,0.066439999997,2020.71341934423,2020.7158469945,410000000,"hCoV-19/Belgium/ULG-10753/2020|EPI_ISL_641595|2020-09-19|Europe"
"169",552,595,0.00634000000000001,50.5678024312121,5.37089482962,50.568682451016,5.37054742090801,0.00844,0.00209999999999999,2020.64907934423,2020.65541934423,410000000,NA
"171",553,554,0.000110361750400023,50.5854340893901,5.54656885760748,50.5856133045096,5.54638332184399,0.0440200000004,0.04390963825,2020.69088898248,2020.69099934424,410000000,NA
"172",553,557,0.000110361750400023,50.5854340893901,5.54656885760748,50.5856133045096,5.54638332184399,0.0440200000004,0.04390963825,2020.69088898248,2020.69099934424,410000000,NA
